Warehouse Name,Status,Location,Price per SqFt,Total Square Footage,Total Price,Age of Warehouse,Distance to Highways (miles),Distance to Ports/Airports (miles),NOI,Cap Rate (%),Year of Last Renovation,Number of Loading Docks,Clear Height (ft),Parking and Storage Capacity,Warehouse Type,Zoning Regulations,Environmental Concerns,Neighboring Land Use,Condition of Property,Security Features,Energy Efficiency Features
Warehouse 671,Sold,Lowell,59.47351120010832,115641,6877576.308691726,17,14.887322638664463,10.592024713875606,1673752.805381369,10.04709103654253,1976,14,40.16925293398195,177,Distribution Center,Mixed-Use,Protected Area,Industrial,Fair,Basic,Solar Panels
Warehouse 672,Sold,Lawrence,182.45012218649228,110111,20089765.404076852,61,16.973764886890635,26.14557903181976,1012143.0658061206,7.8672178921840334,1951,33,28.86160506352661,212,Flex Space,Commercial,Protected Area,Residential,Fair,Basic,Insulated
Warehouse 673,Sold,Worcester,43.639736762479174,454042,19814273.35910957,12,10.95714513511604,7.3947234222345495,1827684.1817315272,4.893087435168493,1953,23,15.993525367518725,138,Cold Storage,Industrial,Mild Pollution,Industrial,Poor,Moderate,Green Roof
Warehouse 674,Sold,New Bedford,119.16693622694329,434667,51797934.66895676,6,19.635976116170717,22.586418833776744,1859627.761622293,4.923223674515265,1962,21,20.55843416527484,254,Dry Storage,Mixed-Use,Mild Pollution,Residential,Fair,Basic,None
Warehouse 675,Sold,Lowell,99.76746058824246,143299,14296577.334834555,90,9.064523572264847,16.54796839360384,372569.2966503982,10.412315685752603,1984,12,47.913475993879985,115,Cold Storage,Mixed-Use,High Pollution,Industrial,Fair,Basic,Insulated
Warehouse 676,Sold,Quincy,197.00436487446308,167982,33093187.22034206,27,10.316027383475818,45.68601962578202,54530.64195726403,8.235124970780268,2021,2,24.685313412410604,330,Cold Storage,Industrial,High Pollution,Mixed-Use,Good,Basic,None
Warehouse 677,Sold,Quincy,49.0466133685689,303185,14870197.474149562,8,19.785433303759227,3.9855073643152776,1968665.3332776844,7.852713121754901,2015,13,46.30727780876614,131,Distribution Center,Mixed-Use,Protected Area,Mixed-Use,Poor,Basic,None
Warehouse 678,Sold,New Bedford,97.63545183777607,356064,34764469.5231659,83,4.7078138757044705,35.00685329118136,1816968.1954485849,9.44453473088572,1955,4,22.185433291743067,327,Flex Space,Industrial,Mild Pollution,Residential,Good,Moderate,Insulated
Warehouse 679,Sold,Fall River,194.8099736568127,332825,64837629.48232869,65,18.856664199570414,9.95480713338436,158118.20962249074,10.870732667314083,1980,20,31.728803774686437,191,Flex Space,Commercial,Mild Pollution,Residential,Fair,High,Insulated
Warehouse 680,Sold,Lynn,177.13621140197665,239386,42403929.10267358,57,0.9524673468703535,16.63320864227975,1674416.8146850865,9.030985155306443,1959,48,10.819083334487916,112,Dry Storage,Industrial,Protected Area,Industrial,Good,High,Insulated
Warehouse 681,Sold,Lowell,168.9022520613776,348715,58898748.82758329,93,8.983099116237575,21.36018909004123,942719.6184904529,10.102783218771833,1970,14,30.875004414943078,325,Dry Storage,Industrial,Protected Area,Industrial,Poor,Basic,Green Roof
Warehouse 682,Sold,New Bedford,73.84348059763977,201553,14883375.044896089,99,1.4930698914480087,45.49273937937374,554975.1297987017,10.122164192935657,2023,30,35.47768042442521,311,Dry Storage,Mixed-Use,Protected Area,Residential,Good,Basic,Insulated
Warehouse 683,Sold,Fall River,59.05088985631119,466792,27564482.977807213,40,14.611771383981495,12.886335037617432,1763555.7211700133,6.8500915903436725,1972,29,19.372203973487117,270,Cold Storage,Commercial,Protected Area,Mixed-Use,Good,High,Green Roof
Warehouse 684,Sold,Fall River,143.66934738715327,265337,38120793.62766509,14,12.207337824012352,5.474131324688841,433501.10316109913,6.192665565127966,1952,8,33.15748704821428,122,Cold Storage,Industrial,Protected Area,Mixed-Use,Fair,Moderate,Solar Panels
Warehouse 685,Sold,Lawrence,187.99391815168957,132556,24919721.814515363,35,14.162021843005167,16.615790595535657,1897234.9988691306,10.40931253740127,1981,12,35.886710882039424,415,Dry Storage,Commercial,High Pollution,Residential,Poor,Moderate,Solar Panels
Warehouse 686,Sold,Boston,124.64969181236806,200246,24960602.186659455,48,7.552159959363537,6.129122556241134,450961.9010137151,7.017430334273948,1969,41,37.47544313527026,483,Flex Space,Industrial,Protected Area,Mixed-Use,Fair,Moderate,None
Warehouse 687,Sold,Lowell,127.17415720988298,31160,3962746.7386599537,84,7.4526904872244675,7.301227812067073,1246682.21607105,11.226688052181641,2023,38,41.05613288088413,446,Flex Space,Mixed-Use,Mild Pollution,Residential,Fair,Moderate,None
Warehouse 688,Sold,Worcester,77.59644592224831,251242,19495486.26639751,56,1.0018536513218026,29.118679300776307,485018.35233150097,4.557525573840957,1978,26,22.45356971717666,79,Dry Storage,Industrial,None,Industrial,Poor,Moderate,Green Roof
Warehouse 689,Sold,Lynn,160.81379864262928,22633,3639698.7046786286,49,7.063904296639831,3.9841947218751725,1114053.8966888378,4.465740096602717,2001,2,32.711078257275126,169,Distribution Center,Industrial,High Pollution,Mixed-Use,Good,Moderate,None
Warehouse 690,Sold,Cambridge,61.79743725477897,493096,30472069.12058249,13,18.592839205014982,2.5156131882847355,1383751.5033345255,11.416033280811266,1995,40,49.26316119058378,249,Flex Space,Commercial,Mild Pollution,Mixed-Use,Fair,Moderate,Solar Panels
Warehouse 691,Sold,Springfield,85.02547018872143,284158,24160667.557886705,61,7.646608089890933,36.006290972054394,420944.46509926824,9.187639313451479,1983,14,45.925766826606285,20,Flex Space,Industrial,None,Industrial,Good,Moderate,Green Roof
Warehouse 692,Sold,Lowell,102.32419456479086,347676,35575666.669508226,49,16.644217353817204,18.72070764721118,1065727.2762663243,7.0367948515866585,2010,6,48.10661712393466,147,Dry Storage,Mixed-Use,High Pollution,Industrial,Poor,Moderate,Green Roof
Warehouse 693,Sold,Brockton,116.29376437635736,54104,6291957.827818438,46,16.86227754452369,7.14339211245979,964666.501560732,10.040483318529462,2021,42,25.445455941142857,176,Flex Space,Mixed-Use,Protected Area,Mixed-Use,Fair,Basic,Insulated
Warehouse 694,Sold,Fall River,71.20965451056364,439837,31320640.810962778,62,7.527499011946753,13.427025772125704,188522.9717365154,9.37861447994913,2020,40,41.47712423586647,256,Cold Storage,Industrial,High Pollution,Mixed-Use,Good,Moderate,Green Roof
Warehouse 695,Sold,Boston,49.5222602056646,344375,17054228.358325746,8,12.676574739884162,32.46223886026755,1645700.2444668408,8.24960837455677,2019,31,34.79591807041391,363,Cold Storage,Industrial,Protected Area,Residential,Good,Basic,None
Warehouse 696,Sold,New Bedford,133.80540721507754,73388,9819711.22470011,43,1.9978948852338667,14.501291789901707,704580.6812535414,4.790986741301211,1960,17,13.309403322489644,40,Flex Space,Commercial,Protected Area,Residential,Fair,High,Solar Panels
Warehouse 697,Sold,Quincy,79.06719405084348,21014,1661518.015784425,20,2.163203756612102,25.23153513089999,1170435.285226165,10.497436698342012,2012,25,42.959215566282616,21,Cold Storage,Commercial,Protected Area,Mixed-Use,Poor,Basic,None
Warehouse 698,Sold,New Bedford,128.8104976418441,97578,12569070.738895865,97,1.0682875068680948,6.963070029606942,1053829.258119612,10.928185525444999,1970,32,37.084051054294584,252,Distribution Center,Mixed-Use,None,Residential,Good,High,Solar Panels
Warehouse 699,Sold,New Bedford,56.24166159661439,169827,9551352.663968232,90,11.662200358164677,29.816588242666903,1050857.9839123623,5.377349508421193,1952,12,17.95669438061067,117,Flex Space,Commercial,High Pollution,Industrial,Poor,Basic,Insulated
Warehouse 700,Sold,Lynn,111.79381731531898,45390,5074321.367942329,39,8.57881245475933,16.48780650831994,259083.66870655052,10.804093215816533,1959,49,13.189542297178454,345,Dry Storage,Industrial,Protected Area,Residential,Fair,High,Solar Panels
Warehouse 701,Sold,Lowell,120.5402035337696,290855,35059720.89881456,85,11.005843897618377,31.72145329190711,875789.918036199,11.022778488132513,1976,13,43.48088522593323,431,Cold Storage,Mixed-Use,Mild Pollution,Residential,Good,Basic,Insulated
Warehouse 702,Sold,New Bedford,38.81000125981257,96658,3751297.1017709635,49,10.469356491116917,40.61134923289712,932115.1804528119,8.395428898308129,1961,19,13.156073179648043,332,Distribution Center,Commercial,High Pollution,Mixed-Use,Good,Basic,None
Warehouse 703,Sold,Lynn,87.2227272929665,62993,5494421.260365838,64,7.069039522705531,30.970674550109628,1480603.5387106745,9.249432289781495,1956,44,13.654154614657465,203,Distribution Center,Mixed-Use,Mild Pollution,Residential,Good,High,Insulated
Warehouse 704,Sold,Cambridge,52.85049507962562,210768,11139193.146942532,62,13.581720954987109,15.491630567156012,1688036.7222453621,7.057898560115931,1966,48,27.09633151617261,317,Cold Storage,Industrial,None,Mixed-Use,Poor,Moderate,Green Roof
Warehouse 705,Sold,Worcester,40.773744980370516,163285,6657740.9491198,54,15.194187430236173,13.53144137586672,1112715.442295035,6.254333180074128,2014,25,15.391913136779083,142,Distribution Center,Commercial,None,Mixed-Use,Good,Moderate,Green Roof
Warehouse 706,Sold,Cambridge,198.2932395062907,251860,49942135.302054375,9,0.3911023516657467,17.043626977938953,219226.76042673143,9.77586517561316,2013,31,46.54678389770878,404,Flex Space,Industrial,High Pollution,Mixed-Use,Good,Moderate,Solar Panels
Warehouse 707,Sold,Lowell,84.8001536457029,456000,38668870.06244052,88,4.224121765400678,9.066405148588737,511856.46766326524,10.895001192126465,1975,37,28.81135745052947,290,Distribution Center,Industrial,None,Industrial,Fair,Moderate,None
Warehouse 708,Sold,Quincy,167.67865579528794,274565,46038690.128433235,37,14.293393774858401,9.877420691650984,371621.3523628256,9.23262042364598,1964,25,32.766039226182855,300,Cold Storage,Mixed-Use,None,Residential,Good,Moderate,None
Warehouse 709,Sold,Cambridge,73.28891130983985,223008,16344013.533384765,49,7.7937414354133,39.74386399310823,292999.37321879325,8.092724885172395,1982,16,47.1242435791235,172,Distribution Center,Mixed-Use,High Pollution,Residential,Poor,Basic,Solar Panels
Warehouse 710,Sold,Lynn,145.855462778068,497289,72532317.22944266,41,13.283430544138001,19.851896248864804,763503.6323047248,5.2713981347533725,2011,38,31.210529025533944,287,Cold Storage,Mixed-Use,Mild Pollution,Residential,Fair,Moderate,Green Roof
Warehouse 711,Sold,Lynn,159.2387361812467,22727,3619018.7571911938,17,7.004556928717712,22.363763847958705,497317.329201045,4.427669700838545,1996,43,24.14364583829274,430,Cold Storage,Commercial,Protected Area,Mixed-Use,Fair,Basic,Insulated
Warehouse 712,Sold,Springfield,131.25858590333354,379562,49820771.382641084,88,7.876027531359777,30.108423812773747,475691.068032449,7.5655343219739715,1984,49,41.886204232633276,479,Distribution Center,Commercial,High Pollution,Industrial,Good,High,Solar Panels
Warehouse 713,Sold,Fall River,110.16795205352692,9358,1030951.6953169049,21,3.25770958642473,29.893021262425833,156651.6904237219,4.39479650957937,2014,23,27.71400789900843,448,Cold Storage,Mixed-Use,High Pollution,Mixed-Use,Fair,Moderate,Insulated
Warehouse 714,Sold,Brockton,100.01295540503565,332252,33229504.459233906,51,5.238797291356584,4.301466704574361,84456.58735109607,8.554677055257802,2021,14,22.738777024092215,212,Cold Storage,Commercial,Protected Area,Residential,Good,Moderate,Insulated
Warehouse 715,Sold,Brockton,89.30760531230919,262681,23459411.07104269,59,12.147693974400985,41.74549853054562,250398.0731670745,7.06183353054217,1974,6,38.929178344221384,105,Dry Storage,Commercial,Mild Pollution,Mixed-Use,Fair,Moderate,None
Warehouse 716,Sold,Lowell,188.0199545221304,99018,18617359.85687231,39,8.71994591517181,9.68900110797303,385785.08487608447,10.057512957455756,2006,25,42.064227064521724,492,Flex Space,Mixed-Use,Protected Area,Mixed-Use,Poor,Moderate,Green Roof
Warehouse 717,Sold,Newton,171.20529932391395,391601,67044166.42054403,55,15.508623390597442,36.43051016643377,890418.2712539961,6.445187974689468,1981,23,41.668646703370854,232,Cold Storage,Industrial,Protected Area,Residential,Good,Basic,Insulated
Warehouse 718,Sold,Fall River,194.05457481330714,430333,83508087.3431349,41,17.06644060327302,38.860878418280166,1045514.5095327471,8.743861607739458,2012,43,49.1069765651483,246,Flex Space,Commercial,Mild Pollution,Mixed-Use,Poor,Basic,Green Roof
Warehouse 719,Sold,Springfield,51.1305279925426,486916,24896272.168016873,39,10.87876372251352,36.03007717047437,324154.2404380629,8.301468174040803,1961,12,41.46667795499851,126,Dry Storage,Commercial,Mild Pollution,Mixed-Use,Good,Basic,None
Warehouse 720,Sold,Boston,154.2474707846195,299054,46128323.1280236,13,15.189519111915576,29.369904681153113,878327.5159721633,4.037699404177929,2012,13,40.79733743794745,465,Dry Storage,Industrial,Protected Area,Industrial,Poor,High,Solar Panels
Warehouse 721,Sold,Lawrence,189.51787765957644,131888,24995133.84876622,64,6.207399812571943,1.7158408583352602,716410.2425355582,4.579115186114483,1950,36,44.29941014944881,201,Dry Storage,Industrial,Protected Area,Mixed-Use,Poor,Basic,Solar Panels
Warehouse 722,Sold,New Bedford,60.80962124816223,234104,14235775.572679771,11,8.357927186461556,18.658399125795363,407676.1048210143,6.322945699888164,2000,39,10.007407811817712,285,Dry Storage,Industrial,High Pollution,Industrial,Fair,Moderate,None
Warehouse 723,Sold,Cambridge,41.30436545235217,322898,13337096.995833611,19,14.284275756714935,30.637132038766477,63339.458889308924,11.05788064816612,2019,34,24.49725644751083,115,Flex Space,Mixed-Use,Mild Pollution,Residential,Good,High,None
Warehouse 724,Sold,Fall River,155.99051037931002,198510,30965676.215396833,11,7.785618657058909,19.985113500204395,960684.8397173963,5.1761196391982285,1957,6,39.50412384137688,491,Distribution Center,Industrial,None,Industrial,Fair,High,Insulated
Warehouse 725,Sold,New Bedford,127.66042924058502,114847,14661417.316993468,77,11.811248209663876,43.31051485072784,1387020.9110671387,9.687154643684334,2017,38,33.9887604444111,13,Distribution Center,Mixed-Use,Mild Pollution,Mixed-Use,Poor,Moderate,None
Warehouse 726,Sold,Boston,173.11089204890624,427587,74019966.99851567,46,3.7889183037419785,16.131311492131154,491240.80158042366,11.786932529218298,1954,40,17.102880105264706,27,Flex Space,Industrial,Protected Area,Residential,Good,Moderate,Solar Panels
Warehouse 727,Sold,Quincy,53.76130402646922,449717,24177372.362871658,45,12.035449167912908,15.38320483047436,307023.3182985247,10.324540421529242,1988,8,22.149323563541813,316,Cold Storage,Industrial,Protected Area,Mixed-Use,Poor,Moderate,Green Roof
Warehouse 728,Sold,Springfield,165.19544301618134,459162,75851470.00619586,1,17.24412277381518,14.03388696154024,1779733.3516715756,5.943562893496352,1972,8,23.47170444328427,461,Flex Space,Mixed-Use,Protected Area,Mixed-Use,Poor,Moderate,Green Roof
Warehouse 729,Sold,New Bedford,64.27664440811657,305611,19643649.57420891,40,17.38592883248617,17.30626257907898,586298.3063512057,11.266922083304653,2017,40,32.71312444689264,29,Cold Storage,Mixed-Use,Protected Area,Industrial,Poor,Basic,Green Roof
Warehouse 730,Sold,Lawrence,57.821510287169765,415841,24044554.659326963,19,14.514453685957838,28.312843251395172,486044.60859569634,4.744857252067121,2001,33,43.26393185764306,131,Cold Storage,Industrial,None,Mixed-Use,Poor,High,Green Roof
Warehouse 731,Sold,Springfield,57.9251856482688,301037,17437624.111997895,76,14.940492243614907,35.64374941935695,1721339.0322393358,7.745135534965886,1953,34,47.299671191107194,146,Distribution Center,Industrial,Mild Pollution,Industrial,Fair,Moderate,None
Warehouse 732,Sold,Springfield,168.47770243933496,81329,13702123.061688673,72,11.202756158498943,33.46582796920047,1643358.8433751846,11.10033526181131,1996,44,40.00369651414556,89,Dry Storage,Industrial,None,Residential,Poor,Basic,None
Warehouse 733,Sold,Fall River,143.083527518354,36007,5152008.575353373,72,11.734894994299912,40.5781731790925,924275.6175230355,9.130125674054959,1970,15,43.718015607072395,163,Distribution Center,Commercial,None,Residential,Fair,Moderate,Green Roof
Warehouse 734,Sold,Lynn,118.92112221075028,489518,58214029.902362056,61,2.7596465700693082,44.40978577937382,1004015.7797841603,7.309156517821591,2005,36,28.803838338060643,367,Distribution Center,Industrial,Protected Area,Mixed-Use,Poor,Basic,None
Warehouse 735,Sold,Worcester,91.00118230099542,175604,15980171.616784,12,8.932797849583892,40.987873074824215,474609.9744263429,6.34250293389735,2015,35,25.591012784891497,34,Flex Space,Mixed-Use,None,Industrial,Good,Moderate,Insulated
Warehouse 736,Sold,Lowell,179.12409193822842,321397,57569945.7766708,61,9.070448049338639,1.9283247653433742,202688.25743513711,7.0007952425468,2008,46,25.70834128576868,461,Flex Space,Commercial,Protected Area,Mixed-Use,Poor,Moderate,None
Warehouse 737,Sold,Brockton,96.71566826184801,17323,1675405.5212999932,33,19.174106929788028,37.05997972404745,1168192.059443539,8.07153424807429,1956,22,34.64154113359828,178,Cold Storage,Mixed-Use,Protected Area,Mixed-Use,Poor,Moderate,Insulated
Warehouse 738,Sold,Springfield,168.8219047101681,378479,63895545.672799714,45,8.678628566203459,11.211579107298249,241772.5971009156,6.552351438982459,1998,23,14.969468222232361,68,Flex Space,Commercial,Protected Area,Mixed-Use,Good,Basic,Insulated
Warehouse 739,Sold,Lawrence,104.65293445693713,117356,12281649.776128314,90,11.031918633564876,7.513474092691149,926085.3665654671,11.751742896658397,1965,40,33.17976731161045,310,Cold Storage,Commercial,None,Mixed-Use,Good,Moderate,None
Warehouse 740,Sold,Fall River,94.08055300223428,115944,10908075.637291051,92,10.711702845654138,32.28595045515764,1883969.537100371,11.46462122452916,1966,45,36.60531440734902,50,Cold Storage,Mixed-Use,Protected Area,Industrial,Poor,Basic,Green Roof
